[Saturday/June 08/06/2024 19:40:24] /home/mha/Videos/Udemy - React - The Complete Guide 2023 (incl. React Router & Redux) 2023-11/02 - JavaScript Refresher/001 Module Introduction.mp4 | length=109.952 | time=1.9716666666667
[Tuesday/June 11/06/2024 13:40:00] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/color-picker.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:40:01] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/colormanagement.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:40:02] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/colors-chromablue.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:40:03] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/colors-chromagreen.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:40:04] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/colors-chromared.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:40:05] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/colors-luma.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:40:06] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/combined_fragment.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:40:07] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/compass.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:40:08] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/component.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:40:09] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/composition.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:40:10] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/configure-toolbars.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:40:11] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/configure.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:40:12] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/configure_kile.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:40:13] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/configure_project.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:40:15] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/contact-new.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:40:16] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/containment.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:40:17] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/contents.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:40:18] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/convert.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:40:19] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/createpath.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:40:20] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/cross-shape.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:40:21] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/crosshairs.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:40:22] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/cursor-arrow.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:40:23] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/curve-connector.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:40:24] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/CVnamespace.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:40:25] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/dashboard-show.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:40:26] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/database-index.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:40:27] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/datatype.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:40:28] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/debug-execute-from-cursor.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:40:29] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/debug-execute-to-cursor.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:40:30] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/debug-run-cursor.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:40:31] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/debug-run.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:40:32] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/debug-step-instruction.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:40:33] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/debug-step-into-instruction.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:40:34] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/debug-step-into.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:40:35] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/debug-step-out.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:40:36] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/debug-step-over.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:40:37] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/deep-history.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:40:38] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/delete-comment.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:40:39] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/delete-table-row.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:40:40] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/delete.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:40:41] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/delete_table.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:40:42] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/deletecell.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:40:43] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/dependency.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:40:44] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/diag_activity.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:40:45] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/diag_class.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:40:46] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/diag_component.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:40:48] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/dialog-align-and-distribute.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:40:49] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/dialog-cancel.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:40:50] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/dialog-close.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:40:51] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/dialog-fill-and-stroke.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:40:52] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/dialog-filters.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:40:53] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/dialog-icon-preview.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:40:54] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/dialog-input-devices.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:40:55] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/dialog-layers.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:40:56] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/dialog-memory.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:40:57] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/dialog-messages.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:40:58] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/dialog-object-properties.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:40:59] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/dialog-ok-apply.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:41:00] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/dialog-ok.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:41:01] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/dialog-rows-and-columns.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:41:02] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/dialog-scripts.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:41:03] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/dialog-text-and-font.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:41:04] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/dialog-tile-clones.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:41:05] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/dialog-transform.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:41:06] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/dialog-xml-editor.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:41:07] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/dirsync.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:41:08] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/displaymathmode.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:41:09] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/dissociatecell.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:41:10] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/distortionfx.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:41:11] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/distribute-horizontal-baseline.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:41:12] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/distribute-horizontal-center.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:41:13] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/distribute-horizontal-equal.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:41:14] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/distribute-horizontal-gaps.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:41:15] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/distribute-horizontal-left.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:41:16] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/distribute-horizontal-margin.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:41:17] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/distribute-horizontal-page.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:41:18] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/distribute-horizontal-right.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:41:20] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/distribute-horizontal-x.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:41:21] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/distribute-horizontal.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:41:22] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/distribute-vertical-baseline.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:41:23] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/distribute-vertical-bottom.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:41:24] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/distribute-vertical-center.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:41:25] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/distribute-vertical-equal.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:41:26] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/distribute-vertical-gaps.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:41:27] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/distribute-vertical-margin.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:41:28] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/distribute-vertical-page.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:41:29] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/distribute-vertical-top.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:41:30] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/distribute-vertical-y.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:41:31] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/distribute-vertical.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:41:32] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/document-cleanup.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:41:33] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/document-close.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:41:34] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/document-compareleft.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:41:35] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/document-compareright.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:41:36] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/document-decrypt.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:41:37] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/document-duplicate.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:41:38] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/document-edit-decrypt-verify.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:41:39] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/document-edit-decrypt.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:41:40] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/document-edit-encrypt.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:41:41] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/document-edit-sign-encrypt.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:41:42] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/document-edit-sign.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:41:43] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/document-edit-verify.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:41:44] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/document-edit.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:41:45] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/document-encrypt.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:41:46] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/document-encrypted.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:41:47] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/document-equal.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:41:48] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/document-export-ocal.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:41:50] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/document-export-table.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:41:51] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/document-export.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:41:52] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/document-import-ocal.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:41:53] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/document-import.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:41:54] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/document-multiple.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:41:55] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/document-new-from-template.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:41:56] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/document-new.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:41:57] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/document-open-data.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:41:58] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/document-open-folder.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:41:59] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/document-open-recent.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:42:00] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/document-open-remote.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:42:01] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/document-open.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:42:02] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/document-preview-archive.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:42:03] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/document-preview.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:42:04] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/document-print-direct.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:42:05] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/document-print-frame.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:42:06] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/document-print-preview.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:42:07] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/document-print.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:42:08] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/document-properties.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:42:09] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/document-revert.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:42:10] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/document-save-all.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:42:11] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/document-save-as.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:42:12] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/document-save.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:42:13] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/document-send.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:42:14] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/document-share.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:42:15] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/document-sign.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:42:16] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/document-single.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:42:17] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/document-swap.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:42:18] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/document-unequal.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:42:19] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/documentation.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:42:21] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/documentinfo.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:42:22] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/download-amarok.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:42:23] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/download-later.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:42:24] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/download.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:42:25] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/draw-arrow-back.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:42:26] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/draw-arrow-down.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:42:27] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/draw-arrow-forward.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:42:28] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/draw-arrow-up.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:42:29] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/draw-arrow.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:42:30] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/draw-bezier-curves.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:42:31] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/draw-brush.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:42:32] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/draw-circle.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:42:33] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/draw-connector.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:42:34] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/draw-cross.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:42:35] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/draw-cuboid.svg | length=0 | time=0
[Tuesday/June 11/06/2024 13:42:36] /home/mha/.local/share/icons/PlasmaXDark/16x16/actions/draw-donut.svg | length=0 | time=0
